TI,DE,ID,AB,PY
Diet selection and resource use by flying foxes (Genus Pteropus),feeding strategies; flying foxes; flying foxes as keystone species; flying fox feeding strategies; foraging theories; island vs. mainland comparisons; plant-animal interactions; Pteropus samoensis; Pteropus tonganus; resource use calculated using a preference index; Samoa,RAIN-FOREST; SAMOA; BATS; PTEROPODIDAE; POLLINATION; ECOSYSTEMS; CHIROPTERA; PREDATION; ISLANDS; ECOLOGY,"Flying foxes of the genus Pteropus (Pteropodidae: Chiroptera) play important roles as pollinators and seed dispersers in oceanic-island forest communities. This research examined general theories of diet breadth, diet selection, and the evolution of feeding strategies in bats in light of information from members of the genus Pteropus that inhabit oceanic islands. The feeding ecology of two species of flying fox, Pteropus samoensis and Pteropus tonganus on the Samoan archipelago, was examined in detail by direct observation and by examining feeding refuse. P. samoensis and P. tonganus fed on over 78 plant species from 39 families throughout their range and on over 69 plant species in Samoa alone. Flying foxes interacted with 59% of the forest tree species in Amalau Valley for fruit or flower resources. Twenty-eight percent of the forest trees were commonly used, and 79% of forest canopy trees were used. Broad overlap in resource use was noted between P. samoensis and P. tonganus with over 22 shared plant species. Seasonal variation in fruit resource use was quantified with a preference index. Flying foxes ate a taxonomically nonrandom subset of fruit species and generally preferred primary forest fruits to those in the secondary forest. Six plant families (Sapotaceae, Mrytaceae, Moraceae, Combretaceae, Fabaceae, and Sapindaceae) were particularly important to flying foxes in Samoa. However, a set of core plant taxa does not exist for Pteropus spp, in Samoa. Differences in the evolution of feeding strategies between mainland fruit-eating chiroptera and island species likely reflect differences in the spatio-temporal availability of resources in the two systems.",1998
Does self-pollination provide reproductive assurance in Aquilegia canadensis (Ranunculaceae)?,Aquilegia canadensis; autogamy; delayed self-fertilization; dichogamy; floral morphology; herkogamy; plant mating systems; protogyny; Ranunculaceae,MIMULUS-GUTTATUS SCROPHULARIACEAE; CROSS-FERTILIZATION; EVOLUTION; ECOLOGY; PLANTS; ANGIOSPERMS; AUTOGAMY; MODES,"The ability to produce seeds when pollinators or potential mates are scarce is thought to be one of the main advantages of self-fertilization in flowering plants. However, whether autonomous selfing increases seed set in natural populations has seldom been tested, and even fewer studies have evaluated the advantage of selfing across a gradient of pollen availability. This study examines the fertility consequences of autonomous selfing in Aquilegia canadensis (Ranunculaceae), a short-lived, spring-flowering perennial typically found in small, patchy populations on rock outcrops. We used a pollinator exclusion experiment to confirm reports that A. canadensis has a well-developed capacity for autonomous selfing resulting from incomplete protogyny and close proximity of stigmas and anthers during dehiscence. Flowers excluded from pollinators set 87% as many seeds per carpel (X +/- 1 SE = 7.1 +/- 1.4 seeds) as hand-pollinated flowers (8.1 +/- 1.3 seeds), and seed production in unpollinated flowers correlated negatively with the distance between stigmas and anthers (r = -0.46). Autonomous selfing could be potentially valuable in providing reproductive assurance because only 2.7 +/- 0.5 pollen grains were deposited on each stigma before anther dehiscence, compared to 134.1 +/- 17.9 pollen grains by the end of anther dehiscence. However, prevention of autonomous selfing by anther removal before dehiscence did not decrease seed set, even for plants at low plant densities where outcross pollen may have been in short supply. Emasculated flowers set as many seeds per carpel (9.3 +/- 0.9) as intact flowers (8.4 +/- 1.1), indicating that sufficient cross pollen is deposited for full seed set. These results do not support the hypothesis that autonomous selfing by A. canadensis has been selected because it provides reproductive assurance.",1998
Relationships between population and habitat characteristics and reproduction of the rare Gentiana pneumonanthe L.,,CAERULEA L MOENCH; SEED-SET; POLLINATION ECOLOGY; GENETIC CONSEQUENCES; OVULE ABORTION; SIZE; FRAGMENTATION; COMPETITION; NETHERLANDS; FITNESS,"We investigated the relationships among a number of population and site characteristics and the ovule and seed production and seed set in 17 populations of the rare, self-compatible, bumblebee-pollinated perennial Gentiana pneumonanthe L. in the Netherlands. Population size and offspring heterozygosity were used as population properties; grass and heath cover, soil concentrations of various ions, soil acidity (pH), and soil moisture were used as habitat characteristics. Our aim was to find out how important population size and genetic variation are for the seed production of a rare plant, when accounting for a number of habitat parameters that might also be important for successful reproduction. Correlation coefficients between population and habitat characteristics showed that sites with low soil moisture and higher concentration of most nutrients have a higher cover of grasses and a low cover of heath species. At such sites the population size of G. pneumonanthe was small and offspring heterozygosity was low. The number of ovules per fruit (a component of reproductive effort) was negatively associated with heterozygosity, phosphorus, and pH and positively associated with calcium, potassium, SO(4), NH(4), and electric conductivity. Total vegetation cover correlated positively with the variation in ovule production among individuals. Seed set and number of viable seeds per fruit, indicators of the success of fertilization and seed maturation, correlated positively with population size, the cover of co-flowering heath species, and the same group of nutrients that (independently) had a positive effect on ovule on ovule production. A high NO(2) concentration might be toxic because it had a negative effect on the number of viable seeds. Seed weight seemed to be independent of any population or habitat parameter. Besides lower mean values, we also found more variation in reproductive success among individuals in smaller populations. We conclude that plants in small populations of G. pneumonanthe have a similar reproductive potential per flower but have lower seed production and a higher uncertainty of successful reproduction than plants in large populations. Genetic variation was apparently not very important. In addition to population size, habitat characteristics also seemed to be important for seed production and seed set. The most important factors were the facilitating effect of the presence of other insect-pollinated species and the concentrations of specific nutrients in the soil. To restore small populations, we advise small-scale sod cutting around the remaining reproductive individuals. This simultaneously allows germination and seedling establishment of G. pneumonanthe, removes soil nutrients, and restores the cover of pollinator-attracting heath species at the cost of grasses.",1998
Origin of hummingbird faunas,Andes; West Indies; DNA hybridization; North America; Trochilidae; tropical,NECTAR-FEEDING BIRDS; COMMUNITY; ORGANIZATION; ECOLOGY; COEVOLUTION; POLLINATION; PHYLOGENY; EVOLUTION; FLOWERS; AVES,"Ecological studies of hummingbird communities have emphasized die importance of local conditions and contemporary interactions in the development of these varied faunas. A time-calibrated, DNA hybridization-based phylogeny of the principal hummingbird lineages was used to examine historical aspects of hummingbird faunas in the species-rich tropical lowlands and Andes, and the relatively depauperate West Indies and temperate regions of Central and North America. Parsimony reconstructions of ancestral distributions indicate that these faunas are polyphyletic in origin, comprising several to many independent lineages. Based on the timing of geologic and cladogenic events, hummingbird faunas appear to have arisen more often by colonization than by large-scale vicariance, with multiple dispersals across water gaps, elevational gradients, and latitude. The extent to which particular lineages colonized different regions depended, however, on lineage ecology as well as on the habitat and age of the fauna. In general, the oldest extant trochilofauna, which today occupies the tropical lowlands, was the principal source of colonizing taxa. However, all regions except possibly the West Indies contributed taxa now found elsewhere, including in the tropical lowlands. The Andean fauna comprises several lineages with lowland origin (hermits, Mangoes, Brilliants, Coquettes? Emeralds) as well as at least one that arose in temperate regions outside South America (Bees). At least two lineages that colonized the West Indies gave rise to endemic genera (Mangoes to Eulampis, and Emeralds to Orthorhyncus). Even groups that diversified in the highlands (Brilliants and Bees) Save rise to taxa that subsequently reinvaded the tropical lowlands. As the result of these varied histories, hummingbird communities cannot be arranged easily with respect to organizational complexity and coevolution with nectar sources. Although the physically insular faunas in the Andes and West Indies differ markedly in diversity, both were more strongly affected by colonization than the other faunas. A high potential for coevolution between hummingbirds and plants probably facilitated the successful establishment and radiation of the several Andean-associated lineages. However, coexistence between the two most diverse Andean clades may have been favoured initially through different habitat preferences by their extra-Andean ancestors. In the tropical lowlands, by comparison, the basic separation between the forest-dwelling hermits and canopy and edge-dwelling nonhermits appears to have evolved in situ. The low species and morphologic diversity of hummingbirds breeding north of Mexico reflects the predominance there of a single relatively recent lineage. The regional coexistence of numerous unrelated lineages implies that patterns of ancestry, colonization, and extinction contribute to the make-up of contemporary species-rich hummingbird faunas and serves to qualify the view that hummingbird communities are coadapted assemblages that resist change.",1998
Causes and consequences of mast seed production of four co-occurring Carpinus species in Japan,Carpinus; masting; Ogawa Forest Reserve; pollination efficiency; predator satiation; synchronized fruiting,TEMPERATE DECIDUOUS FOREST; EVOLUTIONARY ECOLOGY; PREDATOR SATIATION; FAGUS-SILVATICA; QUERCUS-ROBUR; POLLINATION; BEECH; TREES; OAKS; DEMOGRAPHY,"To test two hypotheses for mast fruiting, i.e., (1) pollination efficiency and (2) pre-dispersal predator satiation, we investigated annual fluctuation in seed production and demography From flower to seed of four Carpinus species (family Betulaceae). We monitored flowering, seed production, and seed fall for seven years (1987-1993) for Carpinus laxiflora, C., tschonoskii, C. japonica, and C. cordata, which co occur in a temperate deciduous forest, Ogawa a Forest Reserve, central Japan. We also monitored the seasonal development of pistillate aments in 1995. These Carpinus species are known to show highly synchronized, fluctuating annual seed production, Total seed production (the sum of sound seeds, reeds suffering predation, empty seeds, and immature seeds) was proportional to the quantity of staminate aments and was synchronized among the four species during the observation period, The percentage of mature seeds (the sum of sound seeds and seeds suffering predation) out of the total seed production was positively correlated with annual staminate ament production. This result supports the pollination efficiency hypothesis. The observation that most ovaries in this study did not fall after the pollination season and grew into normal, mature-sized seeds irrespective of fertilization (empty or not) also supports the hypothesis. The percentage of seeds suffering predation by insects significantly decreased in relation to sound seed production, suggesting that predator satiation also operated for these Carpinus species, Lf the four species have common seed predators (possibly some curculionid species), mutually synchronized fluctuation of seed production among them would be effective for escaping from pre-dispersal predation.",1998
Flower constancy in the hoverflies Episyrphus balteatus (Degeer) and Syrphus ribesii (L.) (Syrphidae),,BUMBLE-BEES; FORAGING ECOLOGY; RAPHANUS-RAPHANISTRUM; REPRODUCTIVE-BIOLOGY; INDIVIDUAL CONSTANCY; POLLINATOR BEHAVIOR; DELPHINIUM-NELSONII; MINIMAL UNCERTAINTY; HANDLING SKILLS; COLOR MORPHS,"The causes and consequences of flower constancy have been the focus of many studies, but almost all have examined the foraging behavior of bumblebees, honeybees, or butterflies. We test whether constancy occurs in an overlooked group of pollinators, the syrphid flies. Foraging sequences of wild flies of two species, Episyrphus balteatus and Syrphus ribesii, were examined when visiting flowers in seminatural plant communities and in artificial arrays of two color morphs of Lobularia maritima planted at a range of frequencies. Both species exhibited marked floral constancy when foraging in the mixed-plant community. Because all groups of pollinating insect so far examined exhibit constancy at least under some circumstances, we suggest that this is the predominant strategy used by pollinators and that there is probably a common explanation. Neither syrphid species exhibited constancy to different color morphs within a plant species, in contrast to previously published studies of Hymenoptera foraging among polymorphic flowers, which all describe positive frequency-dependent selection. Possible explanations for this discrepancy are discussed. We argue that constancy in these syrphids is unlikely to result from learning constraints on handling ability, currently the most widely accepted explanation for flower constancy, because they forage primarily for pollen which is easily located in most flowers they visit.",1998
"Canopy dynamics, light interception, and radiation use efficiency of selected loblolly pine families",aboveground net primary production; canopy structure; genotype; leaf area index; light attenuation,LEAF-AREA INDEX; SLASH PINE; STEMWOOD PRODUCTION; GROWTH EFFICIENCY; SHOOT STRUCTURE; FOLIAGE; STANDS; FERTILIZATION; CROWNS; PHOTOSYNTHESIS,"Needlefall, aboveground net primary production (ANPP), canopy light interception and attenuation, and ""radiation use efficiency"" of five open-pollinated loblolly pine (Pinus taeda L.) families were investigated using 100-tree family block plots near Summerville, SC. Family variation in annual needlefall amounts was significant during the fourth (from 4796 to 6191 kg ha(-1)) and fifth growing seasons (from 4717 to 5721 kg ha(-1)); needlefall patterns for the poorest performing family were asynchronous from those of the others, with notably higher needlefall rates from April to July. Estimates of ANPP at age 4 yr varied by 16% (from 32.9 to 38.2 Mg ha(-1)) among families, and were generally commensurate with progeny test rankings based on height growth, The relationship between ANPP and leaf area index (LAI) was both significant and curvilinear, with an apparent optimum level of production (42.6 Mg ha(-1)) achieved at a LAI of about 13 (all-sided; February), The least productive families had the lowest mean LAI (e.g., 7.9), while the most productive families generally had higher levels of LAI (e.g., 13.6). Significant family differences in canopy light interception were present in every month sampled except June, when photosynthetically active radiation (PAR) interception exceeded 90% for all families. Light extinction coefficients (k) for February differed significantly among the five families, and ranged from 0.28 to 0.38; families with the largest LAIs generally had the lowest values of k and the highest levels of PAR interception. A strong linear relationship (r(2)=0.74) was found between ANPP and intercepted PAR, Estimates of the dry matter:radiation quotient (epsilon; ""radiation use efficiency"") differed significantly among families, and ranged from 1.33 g MJ(-1) to 1.48 g MJ(-1). Results of this study suggest that fundamental differences exist in production ecology among loblolly pine families, and that canopy-level characteristics such as LAI, PAR interception, and ""radiation use efficiency"" are important in conferring differential family performance.",1998
Propagation of the little club-spur orchid (Platanthera clavellata) by symbiotic seed germination and its ecological implications,Platanthera; Epulorhiza; orchid mycorrhiza; conservation; symbiosis; micropropagation; seed germination; Orchidaceae,RHIZOCTONIA,"Propagation of the auto-pollinated terrestrial orchid, Platanthera clavellata, using symbiotic seed germination is described. Seed from three populations in the southern Appalachians (Tennessee, South Carolina, GA) were inoculated with mycorrhizal fungi (Epulorhiza spp.) in vitro; seed germination and protocorm (seedling) developmental stages were evaluated up to 1 year after sowing. Seed obtained from Tennessee and South Carolina populations had a significantly higher percent germination (76.4 and 81.5%, respectively) than those collected from Georgia (16.2%); however, the Georgia population yielded more advanced seedlings suitable for soil transfer. A single fungal isolate (E. inquilina) originally obtained from the roots of P. clavellata, promoted advanced seedling development; three other isolates from additional Platanthera taxa (P. ciliaris, P. cristata, P. integrilabia), were ineffective. The ecological role of this orchid with its associated fungi is discussed with respect to the other co-habiting Platanthera species. ",1998
Evolution of intermediate selfing rates in plants: pollination ecology versus deleterious mutations,dominance; inbreeding depression; mutation rate; pollination; self-fertilization,MIXED MATING SYSTEMS; INBREEDING DEPRESSION; OUTCROSSING RATES; HERMAPHRODITE PLANTS; CROSS-FERTILIZATION; SELECTION; POPULATIONS; MODELS; FITNESS; REPRODUCTION,"The evolutionarily stable rate of self-fertilzation is studied in phenotypic models that incorporate pollination ecology as well as the correlated evolution of inbreeding depression and the population mean selfing rate. Inbreeding depression is assumed to be caused by continual mutation to deleterious, partially recessive alleles. Several mutation rates and dominance levels are included. Two separate ecological cases are studied: how selfing rate affects proportion of ovules fertilized (pollination assurance, seed discounting) and how selfing rate affects male outcrossing success through pollen discounting. Evolutionarily stable rates are invariably zero or intermediate in two circumstances, namely when increased selfing causes (1) a decrease in the proportion of ovules fertilized or (2) an increase in pollen discounting and, therefore, a disproportionate decrease in male outcrossing success. Complete selfing is stable when selfing increases the proportion of ovules fertilized for all selfing rates. Stable selfing is zero or one in cases where the selfing rate has no effect on the proportion of ovules fertilized or when pollen discounting does not increase with selfing. Higher inbreeding depression tends to decrease the optimal selfing rate, and lower inbreeding depression (higher dominance coefficients and lower mutation rates) is more favorable to the existence of stable intermediate selfing rates. Approaches such as this that explicitly incorporate the interdependence of selfing, ovule fertilization, and male outcrossing may help explain the persistence of intermediate selfing rates in animal-pollinated plants.",1998
Early Permian insect folivory on a gigantopterid-dominated riparian flora from north-central Texas,diet; trophic analysis; herbivorous taxa; Insecta; Plantae; Permian; paleoecology,ECOLOGICAL COMMUNITIES; TAXONOMIC DIVERSITY; POLLINATION BIOLOGY; FOSSIL RECORD; HERBIVORY; DEFENSE; HISTORY; GROWTH; PLANTS; FOREST,"Quantitative analysis of 11,562 cm(2) of foliar surface area from an Early Permian flora from north-central Texas reveals that 2.6% was removed by insect folivores. Of the 1346 foliar items analyzed, 31.8% were attacked by insect folivores. This Permian insect herbivory approximated one-third the level in modern tropical to temperate forests. Three taxa of Gigantopteridaceae exhibited disproportionately high insect consumption levels, ranging from 3.1 to 4.4% of leaf area, and attack frequencies of 39.6 to 82.8% - levels comparable to taxon-specific values for modem woody dicotyledonous angiosperms. Qualitative analysis of folivory type also indicates that five of the eight categories of herbivore damage occurring on this flora were confined to or overwhelmingly represented on Gigantopteridaceae, suggesting preferential host specificity for Gigantopteridaceae by insect folivores. By contrast, other pteridophylls, conifers, cycadophytes, and two taxa of uncertain affinity, showed low levels of leaf area removal and attack frequencies. The Gigantopteridaceae, an enigmatic group of Permian plants with large, megaphyllous foliage, foreshadowed physiognomic attributes occurring in later angiosperms. Both groups had similar consumption patterns and intensities by insect folivores. Ln this moderately diverse Early Permian flora, insect folivory was significant, at least in one riparian environment outside the Euramerican coal-swamp ecosystem, indicating that modern modes and magnitudes of insect consumption of vascular plant tissue were in place during the Late Paleozoic. ",1998
Nectar sugars in Proteaceae: Patterns and processes,,SOUTH-AFRICAN; POLLINATION; EVOLUTION,"The nectar sugar composition is presented for 147 species from 16 genera of South African and Australian Proteaceae. Patterns associated with flower age, different plants and populations, plant phylogeny and pollination have been examined. In addition to the usual three nectar sugars (sucrose, fructose and glucose), the nectar of Protea and Faurea contains the pentose sugar xylose at concentrations of up to 39% of total sugar. Xylose has not previously been reported from floral nectar and is absent from the nectar of Adenanthos, Banksia, Brabejum, Dryandra, Grevillea, Hakea, Lambertia, Leucospemtum, Macadamia, Mimetes, Orothamnus, Paranomus, Stenocarpus and Telopea. Most genera and species have hexose-dominant nectar, but within the large genera Banksia, Grevillea, Leucospermum and Protea some of the seemingly more derived species have sucrose-dominant nectar. This interesting dichotomy of low versus high sucrose is of diagnostic value at the species level and indicative of phylogenetic relationships within the larger genera. At the generic level, the presence of xylose is a convincing synapomorphy for Protea and Faurea. Studies of physiological processes (e.g. enzyme activities) and ecological processes (e.g. pollination) may help to explain some of the conservative and taxonomically interesting nectar sugar patterns.",1998
Comparison of the biodiversity of Lepidoptera within three forested ecosystems,Lepidoptera; abundance; biodiversity; food webs; forest ecosystem; species richness,CONIFEROUS FORESTS; CONSERVATION; COMMUNITIES; HERBIVORY; DIVERSITY; DYNAMICS; INSECTS,"Lepidopterans function in the dynamics of forested ecosystems by serving as defoliators, decomposers, prey or hosts to carnivores, and pollinators. The biodiversity of Lepidoptera is thus linked into the ecosystem by influencing nutrient cycling, plant population dynamics, and predator-prey population dynamics. Two important measures of biodiversity are species richness and abundance of individuals. However, values for these measures require an ecosystem context for insightful interpretation of ecological function. We propose that such an ecosystem context is gained by an assessment of host resource requirements; in the case of Lepidoptera, this means larval host plants. The nora that contributes to the biodiversity of Lepidoptera can be grouped into 3 major vegetation types: (1) conifers, (2) hardwood trees and shrubs, and (3) herbs and grasses. We compared the macrolepidopteran biodiversity of 3 forested ecosystems: (1) western Oregon, (2) eastern Oregon, and (3) West Virginia. In respective order of the above locations, totals of 463, 385, and 475 species were found. Conifers supported 9: 10, and 1% of the species richness. By contrast, hardwoods supported 57, 45, and 61% of the species richness, whereas herbs and grasses supported 31, 42, and 31% of the species richness. The patterns in abundance of individual moths were different from species richness of moths and butterflies considered together. Comparisons of moth abundance showed conifers supported 18, 5, and 1%; hardwoods supported 69, 39, and 77%; and herbs and grasses supported 11, 55, and 8%. Practices involved in the management of forested ecosystems are discussed in the context of how Lepidoptera may be used as an indicator taxon for the assessment of land management practices, and how biodiversity of Lepidoptera could be considered in plans for habitat restoration with a specific focus on food web relationships.",1998
