TI,DE,ID,AB,PY
Effects of forest and cave proximity on fruit set of tree crops in tropical orchards in Southern Thailand,bat; cave; durian; forest proximity; mango; rambutan; stingless bee; tropical rain forest,PLANT-POLLINATOR INTERACTIONS; DURIAN DURIO-ZIBETHINUS; STINGLESS BEES; NATIVE BEES; AGRICULTURAL INTENSIFICATION; REPRODUCTIVE SUCCESS; ECOSYSTEM SERVICE; MACADAMIA FLOWERS; BATS PTEROPODIDAE; FORAGING RANGES,"Deforestation and forest fragmentation are contributing to declines in crop pollinator populations worldwide. Several studies have examined the impact of forest proximity on plant pollination ecology, but concentrated on single crop species. However, it can be more informative to investigate multiple crop and pollinator species in a community, because different pollinator groups may respond differently to forest distance. We evaluated flower visitor diversity, visitation frequency, and fruit set for three crop species (rambutan, durian and mango) in 10 pairs of mixed fruit orchards. Each pair consisted of one orchard near to (< 1 km) and one orchard far from (> 7 km) the forest edge. Rambutan fruit set was significantly influenced by distance to forest. The main visitors of rambutan flowers were stingless bees. In contrast, the dominant visitors to durian and mango flowers were nectarivorous bats and flies, respectively, and the fruit set of these crops were not significantly influenced by distance to forest. However, durian fruit set was negatively affected by distance to the nearest cave inhabited by nectarivorous bats. This study demonstrates that both caves and forests can be important pollinator sources for agricultural crops, and that the dispersal success of pollinators is related to isolation from source habitats. Maintaining forest patches and limestone karsts may provide stepping stones across fragmented landscapes, and attract greater numbers of pollinators to agricultural areas.",2016
"Molecular taxonomic analysis of the plant associations of adult pollen beetles (Nitidulidae: Meligethinae), and the population structure of Brassicogethes aeneus",DNA barcodes; Brassicogethes; Meligethinae; pollen beetles; pollinators,WINTER OILSEED RAPE; BRASSICA-NAPUS L; MITOCHONDRIAL-DNA; COLEOPTERA-CHRYSOMELIDAE; REPRODUCTIVE SUCCESS; GENETIC DIVERSITY; TROPHIC ECOLOGY; HIGH-ALTITUDE; MIGRATION; INSECT,"Pollen beetles (Nitidulidae: Meligethinae) are among the most abundant flower-visiting insects in Europe. While some species damage millions of hectares of crops annually, the biology of many species is little known. We assessed the utility of a 797 base pair fragment of the cytochrome oxidase 1 gene to resolve molecular operational taxonomic units (MOTUs) in 750 adult pollen beetles sampled from flowers of 63 plant species sampled across the UK and continental Europe. We used the same locus to analyse region-scale patterns in population structure and demography in an economically important pest, Brassicogethes aeneus. We identified 44 Meligethinae at similar to 2% divergence, 35 of which contained published sequences. A few specimens could not be identified because the MOTUs containing them included published sequences for multiple Linnaean species, suggesting either retention of ancestral haplotype polymorphism or identification errors in published sequences. Over 90% of UK specimens were identifiable as B. aeneus. Plant associations of adult B. aeneus were found to be far wider taxonomically than for their larvae. UK B. aeneus populations showed contrasting affiliations between the north (most similar to Scandinavia and the Baltic) and south (most similar to western continental Europe), with strong signatures of population growth in the south.",2016
Visitation rate of pollinators and nectar robbers to the flowers and inflorescences of Tabebuia aurea (Bignoniaceae): effects of floral display size and habitat fragmentation,pollination ecology; pollinator behaviour; reproductive biology,PROPORTIONALLY FEWER FLOWERS; FEMALE REPRODUCTIVE SUCCESS; MIMULUS-RINGENS; INSECT POLLINATORS; TROPICAL SHRUB; PLANT-DENSITY; BUMBLE BEES; BEHAVIOR; HUMMINGBIRDS; METAANALYSIS,"Large floral displays favour pollinator attraction and the import and export of pollen. However, large floral displays also have negative effects, such as increased geitonogamy, pollen discounting and nectar/pollen robber attraction. The size of the floral display can be measured at different scales (e.g. the flower, inflorescence or entire plant) and variations in one of these scales may affect the behaviour of flower visitors in different ways. Moreover, the fragmentation of natural forests may affect flower visitation rates and flower visitor behaviour. In the present study, video recordings of the inflorescences of a tree species (Tabebuia aurea) from the tropical savannah of central Brazil were used to examine the effect of floral display size at the inflorescence and tree scales on the visitation rate of pollinators and nectar robbers to the inflorescence, the number of flowers approached per visit, the number of visits per flower of potential pollinators and nectar robbers, and the interaction of these variables with the degree of landscape disturbance. Nectar production was quantified with respect to flower age. Although large bees are responsible for most of the pollination, a great diversity of flower insects visit the inflorescences of T.aurea. Other bee and hummingbird species are highly active nectar robbers. Increases in inflorescence size increase the visitation rate of pollinators to inflorescences, whereas increases in the number of inflorescences on the tree decrease visitation rates to inflorescences and flowers. This effect has been strongly correlated with urban environments in which trees with the largest floral displays are observed. Pollinating bees (and nectar robbers) visit few flowers per inflorescence and concentrate visits to a fraction of available flowers, generating an overdispersed distribution of the number of visits per inflorescence and per flower. This behaviour reflects preferential visits to young flowers (including flower buds) with a greater nectar supply.",2016
Species interactions in an Andean bird-flowering plant network: phenology is more important than abundance or morphology,Andean birds; Ecological networks; Elfin forest; Nectarivory; Phenology,ANIMAL MUTUALISTIC NETWORKS; SEED-DISPERSAL NETWORKS; SAMPLING COMPLETENESS; HUMMINGBIRD NETWORK; ECOLOGICAL NETWORKS; SPECIALIZATION; ARCHITECTURE; NESTEDNESS; STABILITY; ECOSYSTEMS,"Biological constraints and neutral processes have been proposed to explain the properties of plant pollinator networks. Using interactions between nectarivorous birds (hummingbirds and flowerpiercers) arid flowering plants in high elevation forests (i.e., ""elfin"" forests) of the Andes, we explore the importance of biological constraints and neutral processes (random interactions) to explain the observed species interactions and network metrics, such as connectance, specialization, nestedness and asymmetry. In cold environments of elfin forests, which are located at the top of the tropical montane forest zone many plants are adapted for pollination by birds making this an ideal system to study plant pollinator networks. To build the network of interactions between birds and plants, we used direct field observations. We measured abundance of birds using mist-nets and flower abundance using transects, and phenology by scoring presence of birds and flowers over time. We compared the length of birds' bills to flower length to identify ""forbidden interactions"" those interactions that could not result in legitimate floral visits based on mis-match in morphology. Diglossa flowerpiercers, which are characterized as ""illegitimate"" flower visitors, were relatively abundant. We found that the elfin forest network was nested with phenology being the factor that best explained interaction frequencies and nestedness, providing support for biological constraints hypothesis. We did not find morphological constraints to be important in explaining observed interaction frequencies and network metrics. Other network metrics (connectance, evenness and asymmetry), however, were better predicted by abundance (neutral process) models. Flo werpiercers, which cut holes and access flowers at their base and, consequently, facilitate nectar access for other hummingbirds, explain, why morphological mis-matches were relatively unimportant in this system. Future work should focus on how changes in abundance and phenology, likely results of climate change and habitat fragmentation, and the role of nectar robbers impact ecological and evolutionary dynamics of plant pollinator (or flower-visitor) interactions.",2016
Combining pollination ecology and fine-scale spatial genetic structure analysis to unravel the reproductive strategy of an insular threatened orchid,Clonality; Fine-scale spatial genetic structure; Pollinator; Reproductive biology; Vanilla humblotii Rchb. f,WESTERN INDIAN-OCEAN; MALE EUGLOSSINE BEES; DECEPTIVE POLLINATION; COMORES ARCHIPELAGO; REWARDLESS ORCHID; COMPUTER-PROGRAM; SEED DISPERSAL; CLIMATE-CHANGE; CLONAL GROWTH; PLANT,"In Vanilla species (Orchidaceae), the influence of sexual and asexual mating systems on the spatial structuring of population genetic diversity is understudied. These elements are crucial in restoration program to limit inbreeding depression and to maintain the genetic diversity of natural populations. In the remnant fragments of tropical dry forest in Mayotte (Comoros Archipelago, Indian Ocean), the clarification of the reproductive strategies of the orphan leafless Vanilla humblotii Rchb. f. will provide a better understanding of its fine-scale spatial genetic structure. Approaches combining reproductive biology and fine-scale spatial genetic structure analyses using ten microsatellite markers in 49 individuals sampled in the only remaining large population of V. humblotii were employed to unravel the reproductive strategies of this species. The results showed that V. humblotii displays unscented flowers and is allogamous and pollinator-dependent although also self-compatible. A total absence of pollen movements and a low level of natural fruit set (similar to 1%) are reported, although a wild bee (Allodape obscuripennis Strand, Xylocopinae) and a bird (Nectarinia coquerelli, Nectarinidae) visited the flowers. A high genotypic diversity (G/N = 0.88) and a phalanx clonal growth are detected, and seed dispersal is higher than pollen dispersal. The phalanx distribution of the repeated genotypes (ramets arisen from the same genet) is responsible for significant autocorrelations detected at small distances. Limited inbreeding was detected although geitonogamy could have been enhanced by vegetative reproduction. This study highlights the need to perform interdisciplinary studies to unravel the reproductive strategy of clonal plant species with a deceptive pollination system. ",2016
Different pollinator assemblages ensure reproductive success of Cleisostoma linearilobatum (Orchidaceae) in fragmented holy hill forest and traditional tea garden,,SPECIALIZATION; CONSERVATION; EVOLUTION; BIOLOGY; POLLEN; FRUIT; CHINA,"Orchids are generally recognized to have specialist pollination systems and low fruit set is often thought to be characteristic of the family. In this study, we investigated the reproductive ecology of Cleisostoma linearilobatum, an epiphytic tropical orchid, in a holy hill forest fragment and a traditional tea garden in SW China using comparable methods. C. linearilobatum is self-compatible and dependent on insects for pollination. Fruit production in natural conditions was both pollinator- and resource-limited. However, the natural fruit set remained stable over multiple years at both sites. Pollination observations showed that C. linearilobatum has a generalized pollination system and seven insect species were observed as legitimate pollinators. Although the visit frequencies of different pollinators were different in the two sites, the pollinator assemblages ensured reproductive success of C. linearilobatum in both study sites over multiple years. The results partly explain why C. linearilobatum is so successful in the area, and also suggest that holy hill forest fragments and traditional tea gardens in Xishuangbanna are important in preserving orchids, especially those with generalist pollination.",2016
"Pollination biology of the urban populations of an ancient forest, spring ephemeral plant",bees; Corydalis; forest remnants; pollen limitation; pollination; self-incompatibility; urbanization; Warsaw,CORYDALIS-AMBIGUA PAPAVERACEAE; REPRODUCTIVE SUCCESS; POLLEN LIMITATION; HABITAT FRAGMENTATION; SEED SET; FLOWERING PHENOLOGY; LARGE CITY; SPECIALIZATION; ECOLOGY; LANDSCAPE,"Habitat fragmentation, caused by, among all, agriculture and urbanization, is one of the most important drivers of plant biodiversity decline worldwide. One of the signs of deteriorating zoogamous plant reproduction is pollen limitation, often associated with a decline in pollinator diversity and abundance. Various authors predict that the most vulnerable taxa are outbreeding plant species characterized by specialist pollination systems. We have, therefore, focused on self-incompatible Corydalis solida, an ancient forest, spring ephemeral plant, growing in three remnant urban populations in the city of Warsaw (Poland). Over two years, we checked for pollen limitation and recorded insect diversity and abundance for C. solida flowers. Our study populations composed of self-incompatible individuals were mainly visited by generalist pollinators, and produced more seeds when supplementally pollinated. Pollen limitation, however, was greater during 1 year with an early spring onset, when we observed a decline in floral visitors diversity and activity. This was probably an effect of phenological mismatch between plants and their pollinators, in this case, mostly social bees, i.e., over-wintered bumblebee queens and Apis mellifera. We conclude that for outbreeding zoogamous spring ephemerals, such as C. solida serviced by generalist pollinators, changing climatic conditions may override the effects of habitat fragmentation and influence their reproductive success.",2016
SPECIES AND PHYLOGENETIC HETEROGENEITY IN VISITATION AFFECTS REPRODUCTIVE SUCCESS IN AN ISLAND SYSTEM,plant-pollinator interactions; island biogeography; floral display; Plectritis congesta,FLORAL DISPLAY SIZE; HABITAT FRAGMENTATION; SEED SET; PLANT REPRODUCTION; POLLEN LIMITATION; SELF-POLLINATION; PLECTRITIS VALERIANACEAE; ECOLOGICAL COMMUNITIES; BREEDING SYSTEM; BUMBLE BEES,"Plant-pollinator mutualisms can be disrupted in fragmented and isolated populations. Isolated populations attract fewer and less diverse pollinators, but it is not generally known whether this is due to reductions in the abundance and/or diversity of flowers at a site or to the biogeography of pollinators (or both). Islands represent one system potentially suitable to analyze the effects of spatial isolation. Here, we examine the contribution that differences in visitor composition make to increased selfing and seed production by examining the major visitors to Plectritis congesta in populations on the Gulf Islands and Vancouver Island, We find that (1) connectivity is more strongly associated with visitor assemblages and seed production than components of the floral community and (2) taking phylogeny into account suggests that increased visitation by solitary bees as opposed to other functional groups increases female fitness in P. congesta.",2015
Genetic diversity and floral width variation in introduced and native populations of a long-lived woody perennial,AFLP; corolla tube; floral morphology; invasive plants; microsatellites; population differentiation; SSR,RHODODENDRON-PONTICUM L.; SEED PRODUCTION; DNA MARKERS; PLANT; ERICACEAE; SIZE; POLLINATION; ECOLOGY; GROWTH; AFLP,"Populations of introduced species in their new environments are expected to differ from native populations, due to processes such as genetic drift, founder effects and local adaptation, which can often result in rapid phenotypic change. Such processes can also lead to changes in the genetic structure of these populations. This study investigated the populations of Rhododendron ponticum in its introduced range in Ireland, where it is severely invasive, to determine both genetic and flower width diversity and differentiation. We compared six introduced Irish populations with two populations from R. ponticum's native range in Spain, using amplified fragment length polymorphism and simple sequence repeat genetic markers. We measured flower width, a trait that may affect pollinator visitation, from four Irish and four Spanish populations by measuring both the width at the corolla tip and tube base (nectar holder width). With both genetic markers, populations were differentiated between Ireland and Spain and from each other in both countries. However, populations displayed low genetic diversity (mean Nei's genetic diversity = 0.22), with the largest proportion (76-93 %) of genetic variation contained within, rather than between, populations. Although corolla width was highly variable between individuals within populations, tube width was significantly wider (>0.5 mm) in introduced, compared with native, populations. Our results show that the same species can have genetically distinct populations in both invasive and native regions, and that differences in floral width may occur, possibly in response to ecological sorting processes or local adaptation to pollinator communities.",2015
"Ecological and social drivers of coffee pollination in Santander, Colombia",Agroforestry systems; Landscape context; Farm management; Organic and conventional coffee farming; Ecosystem services; Drivers of crop adoption; Pollinators,ECOSYSTEM SERVICES; AGROFORESTRY MANAGEMENT; BEE COMMUNITIES; TROPICAL FOREST; FRUIT-SET; LAND-USE; LANDSCAPES; BIODIVERSITY; DIVERSITY; SYSTEMS,"Bees and other insects provide pollination services that are key to determining the fruit set on coffee plantations. These pollination services are influenced by local ecology as well as human factors, both social and economic. To better understand these different factors, we assessed their effect on pollinators and coffee pollination services in Santander, Colombia. We quantified the effect of key ecological drivers on pollinator community composition, such as the method of farm management (either conventional or organic) and the surrounding landscape composition, specifically the proximity to forest. We found that ambient levels of pollination services provided by the local pollinator fauna (open pollination) accounted for a 10.5 +/- 2.0% increase in final coffee fruit set, and that the various pollinators are affected differently by the differing factors. For example, our findings indicate that conventional farm management, using synthetic inputs, can promote pollinators, especially if they are in close proximity to natural forest fragments. This is particularly true for stingless bees. Honeybee visitation to coffee is also positively influenced by the conventional management of farms. Factors associated with greater numbers of stingless bees on farms include greater shade cover, lower tree densities, smaller numbers and types of trees in bloom, and younger coffee plantations. A forested landscape close to farms appears to enhance these factors, giving increased stability and resilience to the pollinating bees and insects. However we found that organic farms also support diverse pollinator communities, even if distant from forest fragments. The contribution of honeybees to pollination value (US$129.6/ha of coffee) is greater than that of stingless bees (US$16.5/ha of coffee). Since the method of farm management has a major impact on the numbers and types of pollinators attracted to farms, we have analysed the statistically significant social factors that influence farmers' decisions on whether to adopt organic or conventional practices. These include the availability of technology, the type of landowner (whether married couples or individual owners), the number of years of farmers' formal education, the role of institutions, membership of community organizations, farm size, coffee productivity and the number of coffee plots per farm. It is hoped that the use of our holistic approach, which combines investigation of the social as well as the ecological drivers of pollination, will help provide evidence to underpin the development of best practices for integrating the management of pollination into sustainable agricultural practices.    ",2015
Pollen limitation affects reproductive outcome in the bird-pollinated mangrove Bruguiera gymnorrhiza (Lam.) in a highly urbanized environment,Conservation; Genetics; Fragmentation; Mating system; Outcrossing; Pollination,POPULATION GENETIC-STRUCTURE; AEGICERAS-CORNICULATUM; RHIZOPHORACEAE; CONSERVATION; FOREST; SUCCESS; BIOLOGY; SPECIALIZATION; FRAGMENTATION; PERSPECTIVE,"Urban mangrove systems are increasingly common in SE Asia but little is known about the potential changes in pollinator ecology in highly urbanized and fragmented landscapes. We detected pollen limitation across four Bruguiera gymnorrhiza populations in Singapore with a pollen limitation index (compromised seed production due to insufficient pollen receipt) ranging from 0.633 to 0.878. Trees in larger patches had higher pollinator visitation rates than in smaller patches, and lower pollinator visitation rates resulted in reduced fruit sets. These results suggest a cascading link between habitat patch size, pollinator visitation rate, and reproductive outcomes in B. gymnorrhiza. Mating system analysis indicated that B. gymnorrhiza may have an internal mechanism acting against inbreeding depression, leading to reduced fruit set under circumstances of reduced pollinator visitation. Our results underscore the importance of pollinator service in mangroves and highlight the need for an in-depth understanding of changing plant-pollinator relationships in urban mangroves systems. ",2015
Urbanization-induced habitat fragmentation erodes multiple components of temporal diversity in a Southern California native bee assemblage,,BETA DIVERSITY; POLLINATION; COMMUNITIES; TURNOVER; GRADIENT; PLANTS; BIODIVERSITY; HYMENOPTERA; ECOSYSTEM; SHIFTS,"Despite a large number of ecological studies that document diversity loss resulting from anthropogenic disturbance, surprisingly few consider how disturbance affects temporal patterns of diversity that result from seasonal turnover of species. Temporal dynamics can play an important role in the structure and function of biological assemblages. Here, we investigate the temporal diversity patterns of bee faunas in Southern California coastal sage scrub ecosystems that have been extensively fragmented by urbanization. Using a two-year dataset of 235 bee species (n = 12,036 specimens), we compared 1-ha plots in scrub fragments and scrub reserves with respect to three components of temporal diversity: overall plot-level diversity pooled over time (temporal gamma diversity), diversity at discrete points in time (temporal alpha diversity), and seasonal turnover in assemblage composition (temporal beta diversity). Compared to reserves, fragments harbored bee assemblages with lower species richness and assemblage evenness both when summed across temporal samples (i.e., lower temporal gamma diversity) and at single points in time (i.e., lower temporal alpha diversity). Bee assemblages in fragments also exhibited reduced seasonal turnover (i.e., lower temporal beta diversity). While fragments and reserves did not differ in overall bee abundance, bee abundance in fragments peaked later in the season compared to that in reserves. Our results argue for an increased awareness of temporal diversity patterns, as information about the distinct components of temporal diversity is essential both for characterizing the assemblage dynamics of seasonal organisms and for identifying potential impacts of anthropogenic disturbance on ecosystem function through its effects on assemblage dynamics.",2017
Sampling technique affects detection of habitat factors influencing wild bee communities,Insect conservation; Blue vane trap; Colored pan trap; Insect sampling; Native bees; Landscape ecology,PLANT-POLLINATOR INTERACTIONS; PAN TRAPS; ECOSYSTEM SERVICE; SPECIES RICHNESS; FLORAL RESOURCES; BODY-SIZE; HYMENOPTERA; DIVERSITY; APIFORMES; LANDSCAPE,"Reliable and consistent monitoring is essential for bee conservation. Correctly interpreting the influence of habitat characteristics on native bee communities is necessary to develop effective strategies for bee conservation and to support the provision of pollination services to agricultural crops or natural plant communities. Biases imposed by different sampling methods used to monitor bee populations can affect our ability to discern important habitat characteristics, but the extent of this bias is not well understood. We used three common sampling methods (blue vane traps, colored pan traps, and aerial net collection) to assess bee communities in fragments of Palouse Prairie in eastern Washington and northern Idaho. We determined differences in abundance, species richness, proportional representation of different genera, and functional trait characteristics among the three sampling techniques. We also evaluated differences in the relationships between bee species richness and diversity and two key habitat variables known to mediate bee populations: local plant species richness and the amount of suitable bee habitat in the surrounding landscape. Community metrics for bees collected using blue vane traps were correlated with the amount of suitable habitat in the landscape but not with plant species richness. Conversely, community metrics for bees collected using an aerial net were correlated with the local plant species richness but not with the amount of suitable habitat. Our results indicate that effective conservation of insect communities will require a combination of sampling methods to reliably discern the influence of habitat variables at different scales and across taxa with varying functional traits.",2017
